Category: All categories,
,
Region,empreendedora: (9/15/17 - 9/15/22)
AP,100
TO,94
AL,86
MA,86
AM,84
SE,81
RR,80
PI,79
RO,78
BA,77
CE,74
AC,73
PA,71
PE,68
DF,65
MT,63
MS,61
RN,59
PB,58
GO,57
SC,57
ES,56
SP,54
PR,53
MG,49
RS,49
RJ,42
