Category: All categories

City,empreendedora: (9/15/17 - 9/15/22)
Ananindeua,100
Belém,85
Mujuí dos Campos,
Paragominas,
Tucuruí,
Marituba,
Santa Isabel do Pará,
Altamira,
Parauapebas,
Bragança,
Redenção,
Cametá,
Castanhal,
Marabá,
Abaetetuba,
Itaituba,
Santarém,
Monte Alegre,
Uruará,
Xinguara,
Oriximiná,
Capanema,
Maracanã,
